"","B1","B2","B3","S1U","S1V","S1B","S1G","S1Y","S1R","S2","S3","S4","S5","S6","S7","S8","S9","S10","H1","H2","H3","H4","H5"
"UC12RR02_SymR_creast",2223.2507682449,5.54426625497481,16.048696969697,0.122081543605429,0.139602017887625,0.120706589436207,0.162312821979745,0.214649490125459,0.601098803967094,11.8227545437653,0.350720263995969,0.698370620620604,1136.56093006507,14.6912555282555,-0.206191860682027,2.64981060660159,0.839511604307009,1.85054987785941,700,390,604,0.0629573759065808,402
"UC14RR01_SymR_creast",2370.48860431992,5.91144290354095,18.0335,0.115105337904788,0.130287529836602,0.107574712367343,0.15013211206152,0.21517556359258,0.633464450479604,8.61453877966252,0.383738341422118,0.187809523809528,1316.43281255395,15.9401203703704,-0.262741996290765,2.69648555022366,0.871291256705408,0.506425667146778,698,517,605,0.044579613043271,597
"UC14RR04_SymR_creast",6146.76416223532,15.3285889332552,22.0082929292929,0.29631421506358,0.343645616885032,0.234125051314825,0.163971249444091,0.157508299529156,0.312861104006693,2.61371986456278,0.193029919571258,0.848296296296308,1029.26028910204,13.5879976911977,0.37179635884372,0.886448044915518,0.509403191131404,0.751970593360937,695,420,604,-0.883858520357589,424
"UC19RR02_Mannar_creast",3012.26170306248,7.51187457122812,20.8199090909091,0.0740339578590416,0.0829452394834342,0.114992206877613,0.224814337300492,0.262537698888335,0.592976454061603,27.6774283107487,0.338410626179888,0.819070070070062,1608.08213742511,20.0676748566749,-0.279515207629297,2.67146032144064,0.849060073133185,2.18811319267178,700,421,593,0.271132778177052,417
"UC19RR03_Mannar_creast",3603.97998046481,8.98748124804191,26.6431515151515,0.0931465618619134,0.102098502088619,0.0941071291653562,0.174183071446106,0.24462110685482,0.645154033134844,29.6951533915001,0.366778287811935,0.723252252252242,2118.47400367087,25.7459292929293,-0.355248346697675,2.86464345041482,0.877643492696085,2.07185982741215,700,354,597,0.116589611968693,434
"UC20RR02_Mannar_creat",3928.3063991966,9.7962753097172,22.3953333333333,0.147831497971758,0.167278651366603,0.149450082607083,0.210732430886419,0.234296574763417,0.498912850949791,4.95061250805932,0.281800258240872,0.182972222222215,1524.36663922845,17.8715833333333,-0.0603785628403224,1.82432432412409,0.769214485822112,0.333800675639025,700,406,596,0.15172741512045,594
"UC20RR03_Mannar_creast",3075.53835669485,7.669671712456,23.3594545454545,0.0523390884806902,0.059968383003017,0.0926721626239726,0.20815211106858,0.271715797894154,0.653652822765015,206.112834224599,0.371184024417945,0.575558558558575,1887.92317148991,23.2461212121212,-0.401785339121268,3.03091476188846,0.881908391731162,1.74446893146643,700,386,594,0.235291290490802,441
"UC20RR04_HYB_creast",4312.02333373104,10.753175395838,26.9992121212121,0.117471733033289,0.136318708062475,0.145112332927184,0.196327107416262,0.235493524300348,0.54810871408621,6.51464489139669,0.310007810071969,0.183513513513516,1910.61065995044,22.8548247338247,-0.154970702584056,2.12540239440999,0.787956775394119,0.390040061028217,700,418,597,0.163952722826838,594
"UC20RR05_Mannar_creast",4305.59159898388,10.737136157067,29.796,0.128307318864353,0.145156808325312,0.122360101896592,0.160760173023266,0.215795385469668,0.595033215086998,6.70552492404636,0.355824777639287,0.149619047619046,2167.60656507925,25.3525,-0.194071741615561,2.36119758836376,0.836357500254787,0.353280134411374,698,517,604,0.0479643826073449,598
"UC20RR06_Mannar__crown",4167.67534043586,10.3932053377453,19.8711212121212,0.19649394821219,0.225334515987931,0.200033433284926,0.193609050163658,0.19971941081657,0.416907790102667,2.9788808533062,0.234893021033076,0.251340590590585,1041.71122522408,13.2004545454545,0.149971624615759,1.27010427644628,0.623456912498265,0.319228758953635,700,419,602,-0.00764532159967288,597
"UC20RR07_Mannar_creast",2262.19432492267,5.64138235641563,16.3575,0.111054208674254,0.126819816971781,0.107066129867235,0.171305098722331,0.234212279153218,0.617375017639111,13.2574147901516,0.374013482988708,0.670178678678691,1230.30231497207,15.1236621621622,-0.272841681487837,2.6808433122713,0.882776306824499,1.79664402876259,697,418,600,0.0903432137614034,432
"UC20RR08_HYB_creast",8510.48424205845,21.2231527233378,30.6447708333333,0.288243328127453,0.336393930288938,0.240297431906027,0.173054244695495,0.161145480297347,0.305773164990821,2.60039141831483,0.17731536548881,1.2060277777778,1238.94250634543,18.8600946428571,-0.936278663400851,0.888656595403843,0.499856392175594,1.07174453896248,699,427,313,-0.874343186181519,370
"UC27RR01_SymR_creast",4509.1810964027,11.2448406394082,30.8391666666667,0.134373290964194,0.152688875883854,0.132868557931851,0.156946848667109,0.204663567541843,0.582147466193276,6.07290992149732,0.35041631632367,0.178680180180182,2160.7203854639,25.7610135135135,-0.152568695546701,2.29091850561514,0.824038008424615,0.409341731361427,698,418,606,0.0341755142272787,604
